worker_id,platform,worker_type,location,age,experience_months,working_hours,daily_income,avg_daily_distance_km,weather_risk,traffic_risk,area_risk,night_work_ratio,historical_incidents,safety_score,days_active_last_30,previous_claims,avg_trip_duration_min,risk_score,risk_level,recommended_premium
W08138,Amazon,Courier,Thane,42,61,6.0,1115.0,73.5,0.269,0.258,0.26,0.319,0,0.796,20,0,10.0,0.296,LOW,9.36
W08139,Amazon,Delivery,Bengaluru,23,6,11.9,607.0,101.9,0.188,0.259,0.346,0.078,0,0.791,5,0,17.7,0.3236,LOW,9.55
W08140,Zomato,Quick_Commerce,Thane,55,80,5.5,1238.0,66.0,0.231,0.196,0.299,0.413,0,0.52,22,0,29.7,0.3085,LOW,10.7
W08141,Zepto,Ride_Hailing,Delhi,42,9,6.5,1060.0,148.1,0.706,0.539,0.298,0.531,0,0.659,5,0,21.5,0.539,MEDIUM,13.2
W08142,Uber,Delivery,Navi_Mumbai,54,51,11.9,1233.0,94.1,0.469,0.655,0.253,0.459,1,0.489,25,0,32.5,0.5186,MEDIUM,12.45
W08143,Uber,Quick_Commerce,Navi_Mumbai,29,84,4.0,984.0,76.3,0.266,0.362,0.397,0.183,0,0.781,5,0,32.5,0.3122,LOW,9.1
W08144,Blinkit,Quick_Commerce,Mumbai,41,49,7.9,911.0,71.3,0.596,0.254,0.223,0.272,0,0.954,19,0,26.8,0.3535,MEDIUM,11.84
W08145,Blinkit,Ride_Hailing,Bengaluru,28,41,8.8,1413.0,43.2,0.257,0.658,0.688,0.549,0,0.979,12,0,23.6,0.4538,MEDIUM,13.19
W08146,Uber,Courier,Delhi,35,32,8.8,1751.0,110.5,0.084,0.248,0.537,0.212,0,0.82,17,0,8.0,0.332,MEDIUM,9.88
W08147,Amazon,Delivery,Navi_Mumbai,30,76,4.2,449.0,58.1,0.58,0.381,0.278,0.351,0,0.524,30,0,34.1,0.3932,MEDIUM,9.08
W08148,Zomato,Courier,Bengaluru,23,63,3.4,1129.0,80.5,0.412,0.224,0.136,0.379,1,0.441,7,0,26.5,0.336,MEDIUM,9.81
W08149,Swiggy,Quick_Commerce,Hyderabad,34,78,7.2,911.0,174.2,0.428,0.385,0.457,0.39,0,0.899,16,0,41.3,0.4647,MEDIUM,11.78
W08150,Swiggy,Quick_Commerce,Bengaluru,38,88,7.5,781.0,21.9,0.194,0.408,0.205,0.219,0,0.776,16,0,40.9,0.2618,LOW,8.58
W08151,Zepto,Delivery,Hyderabad,23,57,12.4,350.0,81.5,0.148,0.56,0.332,0.477,1,0.68,24,0,37.7,0.4243,MEDIUM,10.76
W08152,Uber,Ride_Hailing,Pune,33,35,10.6,1226.0,37.1,0.543,0.29,0.34,0.305,1,0.755,5,0,16.2,0.3985,MEDIUM,11.21
W08153,Ola,Courier,Navi_Mumbai,21,57,9.0,931.0,66.2,0.294,0.248,0.262,0.44,0,0.901,25,0,22.2,0.3213,LOW,10.88
W08154,Blinkit,Delivery,Bengaluru,42,35,5.1,910.0,80.0,0.352,0.431,0.321,0.148,0,0.932,8,2,18.1,0.3233,LOW,10.68
W08155,Ola,Ride_Hailing,Delhi,29,20,12.0,1521.0,39.4,0.457,0.287,0.165,0.163,0,0.833,5,0,29.9,0.3211,LOW,10.05
W08156,Blinkit,Quick_Commerce,Delhi,21,33,4.9,946.0,99.3,0.304,0.247,0.561,0.13,1,0.858,22,0,20.3,0.3521,MEDIUM,9.25
W08157,Swiggy,Quick_Commerce,Delhi,37,46,12.5,931.0,136.4,0.281,0.424,0.506,0.326,0,1.0,30,0,33.6,0.4393,MEDIUM,11.17
W08158,Zomato,Courier,Hyderabad,49,22,12.5,632.0,96.7,0.266,0.402,0.384,0.248,0,0.697,24,0,29.2,0.3985,MEDIUM,10.84
W08159,Amazon,Quick_Commerce,Delhi,55,31,12.8,782.0,114.4,0.525,0.375,0.465,0.398,3,0.471,28,0,32.7,0.555,MEDIUM,12.64
W08160,Ola,Courier,Bengaluru,54,55,5.8,1613.0,141.8,0.486,0.115,0.145,0.147,1,0.596,11,1,17.3,0.3509,MEDIUM,11.28
W08161,Zomato,Ride_Hailing,Mumbai,24,13,4.4,1314.0,106.3,0.529,0.196,0.416,0.141,0,1.0,16,0,26.7,0.3437,MEDIUM,10.47
W08162,Uber,Ride_Hailing,Bengaluru,25,11,9.3,1551.0,10.0,0.293,0.583,0.108,0.286,1,0.392,16,0,39.0,0.3545,MEDIUM,10.82
W08163,Uber,Courier,Navi_Mumbai,51,75,7.2,806.0,91.3,0.404,0.698,0.138,0.337,2,0.819,8,0,39.9,0.4311,MEDIUM,10.65
W08164,Zomato,Quick_Commerce,Mumbai,42,81,6.9,1226.0,10.0,0.695,0.714,0.209,0.256,2,0.347,28,0,17.5,0.4827,MEDIUM,13.22
W08165,Uber,Delivery,Thane,38,31,8.6,1467.0,59.7,0.706,0.867,0.115,0.276,0,0.582,15,1,33.3,0.4958,MEDIUM,12.66
W08166,Zepto,Delivery,Bengaluru,48,14,9.9,1303.0,32.5,0.758,0.322,0.259,0.288,0,0.59,30,0,18.3,0.4264,MEDIUM,12.55
W08167,Swiggy,Ride_Hailing,Bengaluru,20,45,6.3,1653.0,94.6,0.248,0.254,0.588,0.443,0,0.59,9,1,25.3,0.3971,MEDIUM,11.33
W08168,Uber,Quick_Commerce,Navi_Mumbai,39,17,6.4,1241.0,53.6,0.597,0.37,0.343,0.18,0,0.54,22,0,21.4,0.3965,MEDIUM,12.46
W08169,Ola,Ride_Hailing,Thane,39,85,9.1,1099.0,95.5,0.111,0.412,0.074,0.107,2,0.77,5,2,21.7,0.2955,LOW,8.84
W08170,Ola,Quick_Commerce,Navi_Mumbai,53,7,3.7,350.0,112.3,0.231,0.353,0.593,0.353,2,0.84,15,0,29.1,0.4038,MEDIUM,11.26
W08171,Amazon,Courier,Navi_Mumbai,35,49,10.0,1246.0,51.5,0.422,0.467,0.105,0.127,3,0.57,13,0,8.0,0.3884,MEDIUM,11.24
W08172,Amazon,Delivery,Pune,37,37,11.0,1309.0,93.8,0.111,0.557,0.065,0.31,3,0.723,12,0,23.8,0.3736,MEDIUM,12.65
W08173,Uber,Ride_Hailing,Bengaluru,48,45,11.8,1502.0,10.0,0.382,0.223,0.582,0.201,0,0.776,23,2,29.2,0.3563,MEDIUM,10.96
W08174,Ola,Ride_Hailing,Navi_Mumbai,28,73,10.5,822.0,32.8,0.465,0.305,0.199,0.271,2,0.558,11,1,16.4,0.3808,MEDIUM,11.24
W08175,Swiggy,Delivery,Thane,20,26,8.1,1088.0,129.4,0.496,0.395,0.484,0.224,1,1.0,6,2,30.6,0.4485,MEDIUM,12.65
W08176,Blinkit,Ride_Hailing,Mumbai,35,88,11.7,543.0,54.1,0.408,0.749,0.103,0.107,0,0.712,19,0,24.7,0.3931,MEDIUM,11.19
W08177,Zomato,Ride_Hailing,Delhi,41,94,7.9,535.0,66.6,0.624,0.642,0.445,0.406,1,0.78,9,1,18.7,0.5103,MEDIUM,12.2
W08178,Swiggy,Quick_Commerce,Thane,36,42,10.9,1280.0,56.4,0.299,0.589,0.287,0.354,2,0.483,25,0,32.5,0.4456,MEDIUM,12.94
W08179,Blinkit,Ride_Hailing,Thane,44,38,3.6,1543.0,24.3,0.346,0.162,0.172,0.71,0,0.634,28,0,49.8,0.2909,LOW,10.58
W08180,Zomato,Delivery,Bengaluru,27,23,10.1,1556.0,48.8,0.334,0.731,0.04,0.152,2,0.723,5,1,15.9,0.3805,MEDIUM,11.46
W08181,Ola,Ride_Hailing,Mumbai,18,79,3.8,1253.0,84.8,0.409,0.441,0.354,0.103,1,0.637,25,0,24.3,0.3703,MEDIUM,12.35
W08182,Swiggy,Courier,Delhi,47,70,3.3,1816.0,71.5,0.466,0.493,0.056,0.229,0,1.0,26,0,19.2,0.2985,LOW,11.11
W08183,Zepto,Ride_Hailing,Mumbai,50,44,8.0,963.0,122.6,0.16,0.582,0.334,0.464,0,0.643,26,0,29.2,0.4194,MEDIUM,11.39
W08184,Zepto,Delivery,Hyderabad,41,67,4.2,1414.0,63.3,0.714,0.707,0.336,0.16,1,,26,0,35.7,0.4529,MEDIUM,12.42
W08185,Blinkit,Courier,Delhi,29,36,6.3,639.0,84.6,0.189,0.097,0.316,0.155,0,0.342,6,0,30.9,0.2856,LOW,9.04
W08186,Zepto,Delivery,Bengaluru,32,66,10.7,350.0,66.0,0.082,0.499,0.519,0.51,0,0.583,9,0,24.2,0.4112,MEDIUM,9.69
W08187,Ola,Delivery,Delhi,36,79,8.5,932.0,117.7,0.055,0.609,0.258,0.362,1,0.719,6,0,35.7,0.3832,MEDIUM,11.89
W08188,Zomato,Ride_Hailing,Navi_Mumbai,34,43,10.3,1058.0,34.8,0.279,0.408,0.237,0.318,0,0.578,25,0,30.0,0.3413,MEDIUM,11.69
W08189,Zomato,Quick_Commerce,Hyderabad,26,64,10.8,1182.0,101.7,0.214,0.253,0.374,0.88,0,0.565,20,1,38.6,0.4401,MEDIUM,11.97
W08190,Zomato,Courier,Bengaluru,32,55,7.8,1035.0,99.2,0.297,0.53,0.157,0.143,0,0.695,17,1,13.7,0.3487,MEDIUM,11.28
W08191,Zomato,Delivery,Mumbai,29,7,12.9,1226.0,56.3,0.331,0.619,0.558,0.355,1,0.651,23,0,33.9,0.4867,MEDIUM,11.7
W08192,Uber,Quick_Commerce,Delhi,35,6,5.0,1709.0,81.5,0.547,0.651,0.138,0.464,0,0.707,11,0,20.0,0.4291,MEDIUM,13.71
W08193,Zomato,Quick_Commerce,Pune,32,26,3.8,1358.0,98.5,0.641,0.423,0.451,0.329,0,1.0,9,2,40.1,0.4288,MEDIUM,12.56
W08194,Blinkit,Courier,Navi_Mumbai,38,25,6.2,832.0,60.8,0.618,0.375,0.412,0.386,0,0.71,22,0,10.5,0.429,MEDIUM,12.05
W08195,Zomato,Courier,Pune,48,19,10.6,350.0,60.1,0.11,0.598,0.509,0.109,0,0.565,26,0,47.9,0.3821,MEDIUM,10.58
W08196,Blinkit,Quick_Commerce,Hyderabad,30,89,4.0,724.0,42.0,0.568,0.664,0.212,0.092,1,0.595,10,1,29.5,0.3947,MEDIUM,9.95
W08197,Uber,Delivery,Mumbai,20,59,7.7,1570.0,155.8,0.331,,0.069,0.29,0,0.434,18,0,24.1,0.3929,MEDIUM,11.86
W08198,Blinkit,Delivery,Hyderabad,49,5,8.7,924.0,68.7,0.444,0.561,0.049,0.311,0,0.928,13,1,40.1,0.3544,MEDIUM,10.87
W08199,Ola,Courier,Delhi,25,87,11.1,1338.0,42.1,0.16,0.627,0.593,0.477,0,0.78,11,0,28.0,0.4317,MEDIUM,12.99
W08200,Amazon,Ride_Hailing,Mumbai,53,29,11.5,1324.0,23.1,0.398,0.136,0.543,0.427,0,0.626,21,2,8.0,0.383,MEDIUM,11.22
W08201,Ola,Ride_Hailing,Navi_Mumbai,38,95,5.4,1081.0,56.9,0.26,0.299,0.233,0.228,2,0.731,10,0,35.4,0.3038,LOW,9.55
W08202,Uber,Courier,Bengaluru,37,22,5.7,1070.0,94.3,0.175,0.334,0.236,0.253,1,0.612,7,3,14.8,0.3174,LOW,10.38
W08203,Blinkit,Courier,Delhi,33,9,9.8,867.0,76.1,0.407,0.217,0.17,0.363,2,0.77,20,1,36.0,0.3652,MEDIUM,10.61
W08204,Blinkit,Quick_Commerce,Mumbai,45,13,11.6,1880.0,97.3,0.383,0.1,0.632,0.53,0,0.598,25,0,36.7,0.454,MEDIUM,13.87
W08205,Ola,Courier,Thane,42,38,4.7,765.0,110.0,0.204,0.656,0.43,0.228,1,0.739,17,0,33.1,0.4073,MEDIUM,11.51
W08206,Ola,Delivery,Hyderabad,53,89,10.2,1492.0,79.7,0.147,0.24,0.476,0.13,0,0.838,26,0,31.3,0.3109,LOW,11.9
W08207,Ola,Quick_Commerce,Thane,18,54,5.4,1391.0,80.5,0.073,0.276,0.536,0.367,2,0.791,14,0,31.3,0.3406,MEDIUM,11.51
W08208,Uber,Courier,Delhi,25,13,4.8,1315.0,139.8,0.21,0.275,0.57,0.177,1,0.736,16,1,33.0,0.3799,MEDIUM,12.11
W08209,Uber,Delivery,Hyderabad,28,31,6.4,1058.0,110.8,0.317,0.755,0.083,0.371,2,0.819,29,1,28.1,0.4241,MEDIUM,10.57
W08210,Amazon,Delivery,Thane,25,47,10.9,582.0,98.5,0.576,0.25,0.275,0.328,4,0.615,12,0,23.2,0.4857,MEDIUM,11.9
W08211,Blinkit,Quick_Commerce,Mumbai,54,53,10.4,698.0,73.0,0.218,0.694,0.138,0.456,0,0.637,28,0,26.2,0.3995,MEDIUM,12.03
W08212,Swiggy,Ride_Hailing,Bengaluru,20,81,7.8,829.0,108.6,0.467,0.347,0.156,0.045,1,0.59,30,0,42.6,0.3699,MEDIUM,10.77
W08213,Amazon,Delivery,Hyderabad,22,5,10.1,1229.0,97.3,0.427,0.74,0.411,0.286,0,0.636,7,0,23.4,0.4968,MEDIUM,11.97
W08214,Blinkit,Delivery,Pune,34,1,7.1,1412.0,96.0,0.211,0.463,0.596,0.303,0,0.578,6,0,15.0,0.4185,MEDIUM,13.01
W08215,Swiggy,Delivery,Thane,28,70,5.1,1210.0,110.1,0.511,0.672,0.392,0.141,0,0.827,23,0,37.0,0.4421,MEDIUM,13.0
W08216,Zepto,Delivery,Mumbai,30,11,11.4,1191.0,96.4,0.682,0.829,0.36,0.213,1,0.783,17,0,58.1,0.5612,MEDIUM,13.1
W08217,Blinkit,Courier,Hyderabad,40,66,3.5,1465.0,31.8,0.755,0.342,0.294,0.089,1,0.388,23,0,8.0,0.3988,MEDIUM,11.89
W08218,Amazon,Quick_Commerce,Bengaluru,39,33,12.0,369.0,86.9,0.312,0.719,0.381,0.491,2,0.841,28,1,33.3,0.5042,MEDIUM,10.95
W08219,Ola,Quick_Commerce,Hyderabad,50,38,10.9,350.0,46.0,0.544,0.646,0.599,0.252,2,0.782,23,1,41.9,0.5228,MEDIUM,11.85
W08220,Ola,Delivery,Bengaluru,35,15,10.2,558.0,107.2,0.308,0.196,0.528,0.492,2,0.77,21,1,28.4,0.443,MEDIUM,11.61
W08221,Uber,Ride_Hailing,Pune,53,75,8.7,1424.0,30.1,0.609,0.528,0.082,0.492,2,0.503,27,0,31.6,0.4486,MEDIUM,12.6
W08222,Uber,Delivery,Pune,25,18,11.1,397.0,83.9,0.426,0.291,0.367,0.054,0,0.779,16,1,15.8,0.3663,MEDIUM,9.14
W08223,Blinkit,Courier,Navi_Mumbai,25,1,3.3,1097.0,87.0,0.166,0.634,0.192,0.273,0,0.804,22,0,31.6,0.3136,LOW,10.21
W08224,Zepto,Courier,Bengaluru,32,57,8.9,781.0,44.9,0.091,0.113,0.489,0.118,0,0.707,14,0,37.5,0.2552,LOW,9.72
W08225,Amazon,Ride_Hailing,Mumbai,22,15,5.6,1154.0,82.2,0.217,0.366,0.18,0.234,1,0.946,14,0,33.7,0.2846,LOW,9.07
W08226,Zepto,Courier,Mumbai,19,17,9.4,1050.0,111.9,0.201,0.36,0.755,0.462,0,0.864,30,0,33.9,0.4485,MEDIUM,11.37
W08227,Blinkit,Delivery,Hyderabad,32,21,9.7,1188.0,65.5,0.208,0.453,0.153,0.382,2,0.748,15,0,27.7,0.3572,MEDIUM,11.7
W08228,Ola,Delivery,Navi_Mumbai,38,62,5.1,960.0,95.1,0.268,0.126,0.292,0.589,1,0.642,19,0,41.5,0.3449,MEDIUM,11.56
W08229,Uber,Quick_Commerce,Mumbai,28,73,4.5,1348.0,102.8,0.345,0.405,0.262,0.27,0,0.635,14,3,30.7,0.3561,MEDIUM,11.82
W08230,Zepto,Delivery,Delhi,28,88,8.9,1612.0,47.6,0.147,0.363,0.265,0.398,0,0.496,20,0,20.0,0.3245,LOW,11.34
W08231,Uber,Courier,Navi_Mumbai,21,95,12.4,1543.0,86.4,0.343,0.226,0.255,0.215,1,0.661,14,0,44.8,0.3666,MEDIUM,11.62
W08232,Zomato,Delivery,Thane,22,23,9.6,973.0,77.6,0.465,0.371,0.236,0.304,1,0.963,24,0,32.7,0.3807,MEDIUM,11.79
W08233,Amazon,Quick_Commerce,Pune,51,21,7.8,797.0,84.5,0.178,0.682,0.361,0.41,2,0.681,19,0,34.4,0.438,MEDIUM,11.45
W08234,Blinkit,Delivery,Pune,20,21,12.4,1168.0,28.9,0.744,0.882,0.556,0.331,0,0.915,28,1,15.8,0.5683,MEDIUM,12.76
W08235,Uber,Delivery,Delhi,44,18,11.2,1791.0,35.7,0.164,0.704,0.234,0.176,1,0.648,23,0,16.8,0.3667,MEDIUM,11.71
W08236,Amazon,Ride_Hailing,Hyderabad,45,2,10.3,1081.0,127.7,0.31,0.337,0.441,0.748,0,0.968,14,0,16.8,0.4544,MEDIUM,12.59
W08237,Amazon,Courier,Hyderabad,25,57,7.4,1394.0,111.5,0.43,0.509,0.559,0.28,0,0.758,5,0,33.1,0.4635,MEDIUM,13.27
W08238,Uber,Ride_Hailing,Bengaluru,27,2,7.9,1374.0,92.7,0.256,0.248,0.125,0.039,0,0.712,14,0,17.4,0.2656,LOW,9.66
W08239,Ola,Quick_Commerce,Pune,31,4,5.6,1370.0,116.6,0.421,0.303,0.335,0.258,1,0.816,13,0,26.1,0.3822,MEDIUM,12.4
W08240,Ola,Delivery,Pune,43,39,11.2,1545.0,38.6,0.095,0.834,0.051,0.376,0,0.899,5,0,39.3,0.3338,MEDIUM,10.94
W08241,Blinkit,Delivery,Mumbai,19,78,5.8,639.0,77.1,0.157,0.453,0.418,0.407,1,0.783,8,1,46.1,0.3616,MEDIUM,11.27
W08242,Amazon,Delivery,Delhi,48,47,10.0,763.0,73.8,0.461,0.807,0.711,0.055,0,0.675,30,0,27.0,0.5231,MEDIUM,11.52
W08243,Ola,Quick_Commerce,Delhi,30,39,11.7,1117.0,58.0,0.499,0.277,0.352,0.407,0,0.282,26,0,31.3,0.4459,MEDIUM,10.56
W08244,Zepto,Delivery,Hyderabad,36,18,8.5,1531.0,45.3,,0.423,0.626,0.395,1,0.557,13,1,10.0,0.4352,MEDIUM,11.77
W08245,Blinkit,Delivery,Mumbai,52,66,4.6,1530.0,131.1,0.441,0.198,0.293,0.352,0,0.685,24,1,11.5,0.3709,MEDIUM,11.71
W08246,Amazon,Ride_Hailing,Hyderabad,23,32,3.2,1084.0,63.0,0.393,0.302,0.54,0.107,0,0.815,19,0,35.1,0.329,LOW,11.51
W08247,Uber,Ride_Hailing,Pune,54,96,9.7,1449.0,100.8,0.61,0.549,0.575,0.182,0,0.584,13,0,47.9,0.5235,MEDIUM,13.54
W08248,Uber,Ride_Hailing,Mumbai,41,14,5.2,952.0,96.6,0.02,0.056,0.45,0.397,1,0.887,21,1,23.6,0.2652,LOW,9.74
W08249,Uber,Delivery,Hyderabad,34,76,3.4,811.0,121.6,0.229,0.103,0.191,0.294,0,0.61,18,1,29.0,0.2735,LOW,9.77
W08250,Amazon,Ride_Hailing,Pune,20,66,6.4,635.0,110.7,0.416,0.365,0.244,0.167,0,0.581,26,0,21.8,0.3712,MEDIUM,10.21
W08251,Blinkit,Quick_Commerce,Navi_Mumbai,20,36,8.8,1052.0,,0.328,0.753,0.242,0.132,1,0.725,28,2,15.9,0.4112,MEDIUM,10.46
W08252,Zomato,Delivery,Thane,49,38,8.5,979.0,40.7,0.606,0.913,0.609,0.378,0,0.668,29,0,22.6,0.563,MEDIUM,13.65
W08253,Swiggy,Quick_Commerce,Mumbai,33,93,4.7,1451.0,116.2,0.819,0.62,0.208,0.302,2,0.85,14,1,31.7,0.5143,MEDIUM,12.74
W08254,Ola,Delivery,Mumbai,46,71,9.0,1297.0,127.8,0.529,0.21,0.176,0.297,1,0.651,6,0,46.7,0.4086,MEDIUM,12.95
W08255,Zepto,Courier,Thane,49,5,7.1,1119.0,171.2,0.357,0.504,0.047,0.25,2,0.969,6,1,30.3,0.3997,MEDIUM,10.8
W08256,Ola,Courier,Navi_Mumbai,33,53,7.8,1120.0,119.2,0.257,0.476,0.113,0.308,1,0.723,26,1,35.1,0.3671,MEDIUM,11.41
W08257,Ola,Delivery,Pune,30,72,11.7,953.0,62.6,0.22,0.063,0.701,0.14,0,0.631,16,0,15.4,0.352,MEDIUM,10.05
W08258,Zepto,Ride_Hailing,Delhi,28,37,3.8,477.0,67.2,0.322,0.221,0.597,0.267,0,0.526,8,0,36.6,0.3582,MEDIUM,9.17
W08259,Ola,Ride_Hailing,Hyderabad,42,67,8.3,686.0,12.3,0.66,0.665,0.127,0.437,1,0.552,12,0,36.0,0.4536,MEDIUM,10.95
W08260,Amazon,Courier,Bengaluru,44,61,4.7,1375.0,56.6,0.336,0.6,0.284,0.296,1,0.658,13,0,24.6,0.379,MEDIUM,13.42
W08261,Blinkit,Ride_Hailing,Pune,31,32,4.8,1052.0,40.6,0.573,0.655,0.122,0.183,0,0.659,5,1,23.6,0.3742,MEDIUM,11.38
W08262,Zepto,Ride_Hailing,Hyderabad,39,1,9.1,641.0,105.6,0.59,0.573,0.467,0.384,0,0.383,8,0,25.8,0.5435,MEDIUM,11.64
W08263,Zepto,Delivery,Pune,38,4,9.7,1578.0,118.5,0.478,0.798,0.183,0.12,0,0.493,25,2,14.5,0.4804,MEDIUM,11.82
W08264,Blinkit,Delivery,Navi_Mumbai,23,67,9.1,1694.0,164.0,0.194,0.571,0.698,0.25,1,0.566,20,0,40.1,0.5198,MEDIUM,15.0
W08265,Swiggy,Quick_Commerce,Thane,37,75,12.2,1522.0,193.1,0.113,0.306,0.39,0.191,1,1.0,22,2,33.1,0.3871,MEDIUM,11.53
W08266,Uber,Ride_Hailing,Navi_Mumbai,46,36,10.9,1248.0,93.7,0.125,0.238,0.518,0.635,0,0.309,13,0,43.1,0.4302,MEDIUM,11.48
W08267,Swiggy,Courier,Mumbai,54,46,5.0,1200.0,64.6,0.213,0.483,0.461,0.091,1,0.614,8,1,19.2,0.349,MEDIUM,11.68
W08268,Ola,Courier,Thane,30,50,9.4,1091.0,71.3,0.281,0.517,0.518,0.709,0,0.748,15,0,18.7,0.4636,MEDIUM,11.02
W08269,Zomato,Quick_Commerce,Hyderabad,27,85,9.2,1157.0,60.8,0.238,0.269,0.341,0.419,3,0.754,15,0,32.9,0.376,MEDIUM,12.18
W08270,Ola,Ride_Hailing,Thane,51,51,9.5,1320.0,167.0,0.05,0.889,0.19,0.568,0,0.798,6,0,22.9,0.4642,MEDIUM,13.2
W08271,Uber,Courier,Pune,52,55,7.3,1348.0,10.0,0.637,0.835,0.252,0.13,1,0.626,24,1,38.3,0.4507,MEDIUM,13.43
W08272,Swiggy,Quick_Commerce,Mumbai,49,54,12.5,1259.0,141.7,0.41,0.55,0.011,0.317,0,0.441,29,0,21.1,0.4484,MEDIUM,12.71
W08273,Swiggy,Courier,Delhi,30,13,7.6,350.0,52.3,0.009,0.51,0.514,0.05,2,0.871,9,0,13.3,0.3162,LOW,9.77
W08274,Ola,Courier,Hyderabad,28,68,10.9,1503.0,71.3,0.363,0.263,0.069,0.211,3,0.807,10,1,30.8,0.3426,MEDIUM,11.84
W08275,Swiggy,Ride_Hailing,Pune,41,88,7.8,1170.0,10.0,0.217,0.614,0.158,0.204,2,0.697,5,0,21.4,0.3221,LOW,11.7
W08276,Zepto,Quick_Commerce,Mumbai,27,11,10.9,625.0,,0.246,0.351,0.099,0.367,0,0.783,15,0,13.5,0.3505,MEDIUM,9.86
W08277,Zepto,Quick_Commerce,Mumbai,47,7,7.0,1169.0,112.8,0.386,0.325,0.355,0.35,2,0.894,10,0,47.8,0.4077,MEDIUM,11.02
W08278,Blinkit,Delivery,Bengaluru,33,47,3.0,1206.0,46.7,0.128,0.128,0.595,0.175,1,0.866,15,1,35.1,0.2552,LOW,8.92
W08279,Zomato,Quick_Commerce,Mumbai,30,74,8.0,550.0,123.8,0.158,0.334,0.782,0.368,0,0.445,28,1,23.4,0.4601,MEDIUM,10.87
W08280,Zepto,Ride_Hailing,Navi_Mumbai,48,8,8.5,875.0,117.0,0.38,0.436,0.273,0.122,1,0.5,10,2,29.8,0.4145,MEDIUM,12.5
W08281,Blinkit,Ride_Hailing,Bengaluru,31,72,4.2,713.0,66.4,0.145,0.353,0.112,0.38,0,0.755,30,0,27.5,0.2531,LOW,8.55
W08282,Uber,Delivery,Pune,22,23,9.7,759.0,13.2,0.402,0.488,0.251,0.359,1,0.668,24,2,26.5,0.3786,MEDIUM,11.15
W08283,Swiggy,Quick_Commerce,Hyderabad,48,18,11.5,1300.0,77.3,0.405,0.457,0.289,0.686,1,0.853,27,1,15.9,0.4597,MEDIUM,12.56
W08284,Ola,Quick_Commerce,Hyderabad,30,19,11.7,882.0,121.5,0.411,0.693,0.592,0.359,1,0.727,16,1,39.3,0.5596,MEDIUM,14.43
W08285,Zepto,Ride_Hailing,Delhi,42,51,6.8,1133.0,53.0,0.809,0.522,0.383,0.162,0,0.781,27,0,18.6,0.4585,MEDIUM,12.37
W08286,Swiggy,Delivery,Hyderabad,43,58,7.1,1358.0,122.8,0.296,0.708,0.391,0.014,0,0.724,23,1,34.0,0.4159,MEDIUM,10.62
W08287,Swiggy,Ride_Hailing,Mumbai,21,45,11.6,948.0,54.9,0.171,0.251,0.203,0.296,0,0.705,22,0,25.5,0.2924,LOW,9.83
W08288,Uber,Delivery,Thane,19,59,13.0,1372.0,81.8,0.308,0.62,0.71,0.319,2,0.788,26,0,35.3,0.5249,MEDIUM,13.94
W08289,Ola,Delivery,Thane,49,78,3.5,1574.0,59.2,0.648,0.27,0.027,0.109,0,0.697,19,1,26.3,0.2961,LOW,10.42
W08290,Ola,Delivery,Hyderabad,20,80,3.6,1396.0,90.5,0.258,0.351,0.506,0.266,3,0.555,7,1,25.2,0.4049,MEDIUM,14.53
W08291,Uber,Courier,Delhi,30,71,3.5,1310.0,113.7,0.479,0.533,0.115,0.325,0,0.507,14,0,11.8,0.3996,MEDIUM,10.3
W08292,Zomato,Ride_Hailing,Thane,46,51,7.6,1399.0,142.1,0.632,0.253,0.298,0.05,0,0.446,29,0,21.1,0.4339,MEDIUM,12.47
W08293,Swiggy,Ride_Hailing,Thane,24,22,10.8,1238.0,92.3,0.533,0.765,0.326,0.304,0,0.579,7,1,24.2,0.5173,MEDIUM,12.21
W08294,Swiggy,Courier,Bengaluru,37,72,3.9,1397.0,30.4,0.216,0.552,0.445,0.592,1,0.808,8,0,24.6,0.3736,MEDIUM,11.76
W08295,Swiggy,Ride_Hailing,Hyderabad,22,65,9.9,689.0,107.1,0.208,0.204,0.224,0.206,1,1.0,16,0,25.3,0.2989,LOW,8.66
W08296,Blinkit,Courier,Mumbai,39,86,4.7,1074.0,74.6,0.34,0.41,0.324,0.17,0,0.595,15,0,37.7,0.3408,MEDIUM,10.3
W08297,Zepto,Delivery,Navi_Mumbai,45,69,3.3,1237.0,73.8,0.471,0.581,0.056,0.212,1,0.845,12,0,34.0,0.3413,MEDIUM,9.57
W08298,Ola,Delivery,Pune,27,13,9.0,1074.0,88.7,0.055,0.585,0.536,0.535,0,0.893,29,0,24.7,0.4058,MEDIUM,10.21
W08299,Swiggy,Delivery,Thane,28,55,8.9,1976.0,104.6,0.531,0.436,0.311,0.285,1,0.897,27,1,27.0,0.4368,MEDIUM,12.83
W08300,Uber,Ride_Hailing,Bengaluru,38,70,5.8,1033.0,70.5,0.352,0.517,0.302,0.353,1,0.505,14,1,22.9,0.4065,MEDIUM,11.05
W08301,Amazon,Courier,Bengaluru,48,96,6.2,476.0,105.3,0.717,0.704,0.15,0.402,2,0.657,24,1,28.8,0.5267,MEDIUM,11.15
W08302,Zomato,Quick_Commerce,Bengaluru,38,32,6.5,1119.0,99.2,0.113,0.422,0.248,0.433,0,0.609,12,1,29.2,0.3382,MEDIUM,10.64
